midashi1	midashi2	midashi3	midashi4	content	資料B_本文	誤差	資料B_項番	index	delete	emb	meta	資料B_本文_emb
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.5 管の接続	"(1) 管相互の接続は、カップリング又はねじなしカップリングを使用し、ねじ込み、突合せ及び
締付けを行う。
(2) 管とボックス、分電盤等との接続がねじ込みによらないものには、内外面にロックナットを
使用して接続部分を締付け、管端には絶縁ブッシング又はブッシングを設ける。ただし、ねじ
なしコネクタでロックナット及びブッシングを必要としないものは、この限りでない。
(3) 管を送り接続とする場合は、ねじなしカップリング又は、カップリング及びロックナット 2
個を使用する。ただし、防錆処理を施した管のねじ部分には、ロックナットを省略することが
できる。
(4) 管とボックスの間には、ボンディングを施し、電気的に接続する。ただし、ねじ込み接続と
なる箇所及びねじなし丸形露出ボックス、ねじなし露出スイッチボックス等に接続される箇所
は、ボンディングを省略することができる。
(5) 管と分電盤等の間は、ボンディングを施し、電気的に接続する。
(6) ボンディングに用いる接続線（ボンド線）は、表2.2.1に示す太さの軟銅線を使用する。
表2.2.1 ボンド線の太さ
| 配線用遮断器等の定格電流[A] | ボンド線の太さ     |
|------------------------------|------------------|
| 100以下                      | 2.0mm以上        |
| 225以下                      | 5.5mm2以上       |
| 600以下                      | 14mm2以上        |
"				220.01	""	" 電力設備工事 施工 金属管配線 管の接続::
(1) 管相互の接続は、カップリング又はねじなしカップリングを使用し、ねじ込み、突合せ及び
締付けを行う。
(2) 管とボックス、分電盤等との接続がねじ込みによらないものには、内外面にロックナットを
使用して接続部分を締付け、管端には絶縁ブッシング又はブッシングを設ける。ただし、ねじ
なしコネクタでロックナット及びブッシングを必要としないものは、この限りでない。
(3) 管を送り接続とする場合は、ねじなしカップリング又は、カップリング及びロックナット 2
個を使用する。ただし、防錆処理を施した管のねじ部分には、ロックナットを省略することが
できる。
(4) 管とボックスの間には、ボンディングを施し、電気的に接続する。ただし、ねじ込み接続と
なる箇所及びねじなし丸形露出ボックス、ねじなし露出スイッチボックス等に接続される箇所
は、ボンディングを省略することができる。
(5) 管と分電盤等の間は、ボンディングを施し、電気的に接続する。
(6) ボンディングに用いる接続線（ボンド線）は、表2.2.1に示す太さの軟銅線を使用する。
表2.2.1 ボンド線の太さ
| 配線用遮断器等の定格電流[A] | ボンド線の太さ     |
|------------------------------|------------------|
| 100以下                      | 2.0mm以上        |
| 225以下                      | 5.5mm2以上       |
| 600以下                      | 14mm2以上        |
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.5 管の接続	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.5 管の接続	"(7) ボックス等に接続しない管端は、電線の被覆を損傷しないよう絶縁ブッシング、キャップ等
を取付ける。
(8) 湿気の多い場所又は水気のある場所に施設する配管の接続部は、防湿又は防水処置を施す。
"				220.02	""	" 電力設備工事 施工 金属管配線 管の接続::
(7) ボックス等に接続しない管端は、電線の被覆を損傷しないよう絶縁ブッシング、キャップ等
を取付ける。
(8) 湿気の多い場所又は水気のある場所に施設する配管の接続部は、防湿又は防水処置を施す。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.5 管の接続	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.6 管の養生及び清掃	"(1) 管に水気、じんあい等が侵入し難いように施設し、コンクリート埋込みの管は、管端にパイ
プキャップ、キャップ付きブッシング等を用いて養生する。
(2) 管及びボックスは、施設完了後速やかに清掃する。また、コンクリートに埋設した場合は、
型枠取外し後速やかに管路の清掃及び導通確認を行う。
"				221.0	""	" 電力設備工事 施工 金属管配線 管の養生及び清掃::
(1) 管に水気、じんあい等が侵入し難いように施設し、コンクリート埋込みの管は、管端にパイ
プキャップ、キャップ付きブッシング等を用いて養生する。
(2) 管及びボックスは、施設完了後速やかに清掃する。また、コンクリートに埋設した場合は、
型枠取外し後速やかに管路の清掃及び導通確認を行う。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.6 管の養生及び清掃	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.7 位置ボックス及びジョイントボックス	"(1) スイッチ、コンセント、照明器具等の取付け位置には、位置ボックスを設ける。
(2) 器具を実装しない位置ボックスにはプレートを設け、用途を表示する。ただし、床付プレー
トには、用途表示を省略することができる。
(3) 天井又は壁埋込みの場合のボックスは、埋込みすぎないようにし、ボックスカバー（塗代付
き）と仕上り面が10mmを超えて離れる場合は、継枠を使用する。ただし、ボード張りで、ボー
ド裏面とボックスカバーの間が離れないよう施工した場合は、この限りでない。
(4) 不要な切抜き穴のあるボックスは、使用しない。ただし、適切な方法により穴をふさいだも
のは、この限りでない。
なお、ボックスのノックアウトと管の外径が適合しない場合は、リングレジューサをボック
スの内外両面に使用する。
(5) 内側断熱を施す構造体のコンクリートに埋込むボックスには、断熱材等を取付ける。
(6) 金属管配線からケーブル配線に移行する箇所には、ジョイントボックスを設ける。
(7) 位置ボックスを通信・情報設備の配線と共用する場合は、配線相互が直接接触しないように
絶縁セパレータを設ける。
(8) 位置ボックス及びジョイントボックスの使用区分は、表2.2.2及び表2.2.3に示すボックス
以上のものとする。ただし、照明器具用位置ボックスでケーブル配線に移行する箇所のものは、
2.10.2「位置ボックス及びジョイントボックス」による。
なお、取付け位置の状況によりこれにより難い場合は、同容積以上のプルボックスとするこ
とができる。
表2.2.2 隠ぺい配管の位置ボックス及びジョイントボックスの使用区分
| 取付け位置 | 配管状況 | ボックスの種別 |
|-------------|----------|----------------|
| 天井スラブ内 | (22)又は(E25)以下の配管4本以下 | 中形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (22)又は(E25)以下の配管5本 | 大形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (28)又は(E31)以下の配管4本以下 | 大形四角コンクリートボックス54 |
| 天井スラブ以外（床を含む。） | 連用スイッチ3個以下 | 1個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ6個以下 | 2個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ9個以下 | 3個用スイッチボックス |

表2.2.3 露出配管の位置ボックス及びジョイントボックスの使用区分
| 用途 | 配管状況 | ボックスの種別 |
|------|----------|----------------|
| 照明器具等の位置ボックス及びジョイントボックス | (22)又は(E25)以下の配管4本以下 | 丸形露出ボックス(直径89mm) |
| 照明器具等の位置ボックス及びジョイントボックス | (28)又は(E31)以下の配管4本以下 | 丸形露出ボックス(直径100mm) |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント3個以下 | 露出1個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント6個以下 | 露出2個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント9個以下 | 露出3個用スイッチボックス |

"				222.0	del	" 電力設備工事 施工 金属管配線 位置ボックス及びジョイントボックス::
(1) スイッチ、コンセント、照明器具等の取付け位置には、位置ボックスを設ける。
(2) 器具を実装しない位置ボックスにはプレートを設け、用途を表示する。ただし、床付プレー
トには、用途表示を省略することができる。
(3) 天井又は壁埋込みの場合のボックスは、埋込みすぎないようにし、ボックスカバー（塗代付
き）と仕上り面が10mmを超えて離れる場合は、継枠を使用する。ただし、ボード張りで、ボー
ド裏面とボックスカバーの間が離れないよう施工した場合は、この限りでない。
(4) 不要な切抜き穴のあるボックスは、使用しない。ただし、適切な方法により穴をふさいだも
のは、この限りでない。
なお、ボックスのノックアウトと管の外径が適合しない場合は、リングレジューサをボック
スの内外両面に使用する。
(5) 内側断熱を施す構造体のコンクリートに埋込むボックスには、断熱材等を取付ける。
(6) 金属管配線からケーブル配線に移行する箇所には、ジョイントボックスを設ける。
(7) 位置ボックスを通信・情報設備の配線と共用する場合は、配線相互が直接接触しないように
絶縁セパレータを設ける。
(8) 位置ボックス及びジョイントボックスの使用区分は、表2.2.2及び表2.2.3に示すボックス
以上のものとする。ただし、照明器具用位置ボックスでケーブル配線に移行する箇所のものは、
2.10.2「位置ボックス及びジョイントボックス」による。
なお、取付け位置の状況によりこれにより難い場合は、同容積以上のプルボックスとするこ
とができる。
表2.2.2 隠ぺい配管の位置ボックス及びジョイントボックスの使用区分
| 取付け位置 | 配管状況 | ボックスの種別 |
|-------------|----------|----------------|
| 天井スラブ内 | (22)又は(E25)以下の配管4本以下 | 中形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (22)又は(E25)以下の配管5本 | 大形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (28)又は(E31)以下の配管4本以下 | 大形四角コンクリートボックス54 |
| 天井スラブ以外（床を含む。） | 連用スイッチ3個以下 | 1個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ6個以下 | 2個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ9個以下 | 3個用スイッチボックス |

表2.2.3 露出配管の位置ボックス及びジョイントボックスの使用区分
| 用途 | 配管状況 | ボックスの種別 |
|------|----------|----------------|
| 照明器具等の位置ボックス及びジョイントボックス | (22)又は(E25)以下の配管4本以下 | 丸形露出ボックス(直径89mm) |
| 照明器具等の位置ボックス及びジョイントボックス | (28)又は(E31)以下の配管4本以下 | 丸形露出ボックス(直径100mm) |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント3個以下 | 露出1個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント6個以下 | 露出2個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント9個以下 | 露出3個用スイッチボックス |

"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.7 位置ボックス及びジョイントボックス	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.7 位置ボックス及びジョイントボックス	"(1) スイッチ、コンセント、照明器具等の取付け位置には、位置ボックスを設ける。
(2) 器具を実装しない位置ボックスにはプレートを設け、用途を表示する。ただし、床付プレー
トには、用途表示を省略することができる。
(3) 天井又は壁埋込みの場合のボックスは、埋込みすぎないようにし、ボックスカバー（塗代付
き）と仕上り面が10mmを超えて離れる場合は、継枠を使用する。ただし、ボード張りで、ボー
ド裏面とボックスカバーの間が離れないよう施工した場合は、この限りでない。
(4) 不要な切抜き穴のあるボックスは、使用しない。ただし、適切な方法により穴をふさいだも
のは、この限りでない。
なお、ボックスのノックアウトと管の外径が適合しない場合は、リングレジューサをボック
スの内外両面に使用する。
(5) 内側断熱を施す構造体のコンクリートに埋込むボックスには、断熱材等を取付ける。
(6) 金属管配線からケーブル配線に移行する箇所には、ジョイントボックスを設ける。
(7) 位置ボックスを通信・情報設備の配線と共用する場合は、配線相互が直接接触しないように
絶縁セパレータを設ける。
"				222.01	""	" 電力設備工事 施工 金属管配線 位置ボックス及びジョイントボックス::
(1) スイッチ、コンセント、照明器具等の取付け位置には、位置ボックスを設ける。
(2) 器具を実装しない位置ボックスにはプレートを設け、用途を表示する。ただし、床付プレー
トには、用途表示を省略することができる。
(3) 天井又は壁埋込みの場合のボックスは、埋込みすぎないようにし、ボックスカバー（塗代付
き）と仕上り面が10mmを超えて離れる場合は、継枠を使用する。ただし、ボード張りで、ボー
ド裏面とボックスカバーの間が離れないよう施工した場合は、この限りでない。
(4) 不要な切抜き穴のあるボックスは、使用しない。ただし、適切な方法により穴をふさいだも
のは、この限りでない。
なお、ボックスのノックアウトと管の外径が適合しない場合は、リングレジューサをボック
スの内外両面に使用する。
(5) 内側断熱を施す構造体のコンクリートに埋込むボックスには、断熱材等を取付ける。
(6) 金属管配線からケーブル配線に移行する箇所には、ジョイントボックスを設ける。
(7) 位置ボックスを通信・情報設備の配線と共用する場合は、配線相互が直接接触しないように
絶縁セパレータを設ける。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.7 位置ボックス及びジョイントボックス	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.7 位置ボックス及びジョイントボックス	"(8) 位置ボックス及びジョイントボックスの使用区分は、表2.2.2及び表2.2.3に示すボックス
以上のものとする。ただし、照明器具用位置ボックスでケーブル配線に移行する箇所のものは、
2.10.2「位置ボックス及びジョイントボックス」による。
なお、取付け位置の状況によりこれにより難い場合は、同容積以上のプルボックスとするこ
とができる。
表2.2.2 隠ぺい配管の位置ボックス及びジョイントボックスの使用区分
| 取付け位置 | 配管状況 | ボックスの種別 |
|-------------|----------|----------------|
| 天井スラブ内 | (22)又は(E25)以下の配管4本以下 | 中形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (22)又は(E25)以下の配管5本 | 大形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (28)又は(E31)以下の配管4本以下 | 大形四角コンクリートボックス54 |
| 天井スラブ以外（床を含む。） | 連用スイッチ3個以下 | 1個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ6個以下 | 2個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ9個以下 | 3個用スイッチボックス |

表2.2.3 露出配管の位置ボックス及びジョイントボックスの使用区分
| 用途 | 配管状況 | ボックスの種別 |
|------|----------|----------------|
| 照明器具等の位置ボックス及びジョイントボックス | (22)又は(E25)以下の配管4本以下 | 丸形露出ボックス(直径89mm) |
| 照明器具等の位置ボックス及びジョイントボックス | (28)又は(E31)以下の配管4本以下 | 丸形露出ボックス(直径100mm) |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント3個以下 | 露出1個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント6個以下 | 露出2個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント9個以下 | 露出3個用スイッチボックス |

"				222.02	""	" 電力設備工事 施工 金属管配線 位置ボックス及びジョイントボックス::
(8) 位置ボックス及びジョイントボックスの使用区分は、表2.2.2及び表2.2.3に示すボックス
以上のものとする。ただし、照明器具用位置ボックスでケーブル配線に移行する箇所のものは、
2.10.2「位置ボックス及びジョイントボックス」による。
なお、取付け位置の状況によりこれにより難い場合は、同容積以上のプルボックスとするこ
とができる。
表2.2.2 隠ぺい配管の位置ボックス及びジョイントボックスの使用区分
| 取付け位置 | 配管状況 | ボックスの種別 |
|-------------|----------|----------------|
| 天井スラブ内 | (22)又は(E25)以下の配管4本以下 | 中形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (22)又は(E25)以下の配管5本 | 大形四角コンクリートボックス54又は八角コンクリートボックス75 |
| 天井スラブ内 | (28)又は(E31)以下の配管4本以下 | 大形四角コンクリートボックス54 |
| 天井スラブ以外（床を含む。） | 連用スイッチ3個以下 | 1個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ6個以下 | 2個用スイッチボックス又は中形四角アウトレットボックス44 |
| 天井スラブ以外（床を含む。） | 連用スイッチ9個以下 | 3個用スイッチボックス |

表2.2.3 露出配管の位置ボックス及びジョイントボックスの使用区分
| 用途 | 配管状況 | ボックスの種別 |
|------|----------|----------------|
| 照明器具等の位置ボックス及びジョイントボックス | (22)又は(E25)以下の配管4本以下 | 丸形露出ボックス(直径89mm) |
| 照明器具等の位置ボックス及びジョイントボックス | (28)又は(E31)以下の配管4本以下 | 丸形露出ボックス(直径100mm) |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント3個以下 | 露出1個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント6個以下 | 露出2個用スイッチボックス |
| スイッチ用及びコンセント用位置ボックス | 連用スイッチ又は連用コンセント9個以下 | 露出3個用スイッチボックス |

"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.7 位置ボックス及びジョイントボックス	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.8 プルボックス	"(1) プルボックスは、点検できない場所に設けてはならない。
(2) プルボックス又はこれを支持する金物は、スラブ等の構造体につりボルト、ボルト等で取付ける。
なお、つりボルト、ボルト等の構造体への取付けは、あらかじめ取付け用インサート、ボルト等を埋込む。ただし、やむを得ない場合は、必要な強度を有するあと施工アンカーを用いる。
(3) プルボックスの支持点数は、4 箇所以上とする。ただし、長辺の長さ 300mm 以下のものは 2箇所、200mm以下のものは1箇所とすることができる。
(4) プルボックスを支持するつりボルトは、呼び径9mm以上とし、平座金及びナットを用いて取付ける。
(5) プルボックスを支持するためのボルト、ふたの止めねじ等のプルボックス内部への突起物は、電線の損傷を防止するための措置を施す。ただし、電線を損傷するおそれがないように設けた場合は、この限りでない。
(6) 水気のある場所に設置するプルボックスの取付け面は、防水処置を施す。
(7) プルボックスを防災用配線（耐火ケーブル及び耐熱ケーブルを除く。）と一般用配線で共用する場合は、次のいずれかによる。
なお、防災用配線とは、消防法又は建築基準法に定めるところによる防災設備（消防用設備、防火設備、排煙設備、非常用照明等）の電源又は操作用の配線であって、耐熱性能を必要とするものをいい、一般用配線とは防災用配線以外の配線をいう。
(ｱ) 防災用配線と一般用配線との間に標準厚さ1.6mm以上の鋼板で隔壁を設ける。
(ｲ) 防災用配線に耐熱性を有する粘着マイカテープ、自己融着性シリコンゴムテープ、粘着テープ等を用いる。
フロンテープ等を1/2重ね2回以上巻付ける。
"				223.0	del	" 電力設備工事 施工 金属管配線 プルボックス::
(1) プルボックスは、点検できない場所に設けてはならない。
(2) プルボックス又はこれを支持する金物は、スラブ等の構造体につりボルト、ボルト等で取付ける。
なお、つりボルト、ボルト等の構造体への取付けは、あらかじめ取付け用インサート、ボルト等を埋込む。ただし、やむを得ない場合は、必要な強度を有するあと施工アンカーを用いる。
(3) プルボックスの支持点数は、4 箇所以上とする。ただし、長辺の長さ 300mm 以下のものは 2箇所、200mm以下のものは1箇所とすることができる。
(4) プルボックスを支持するつりボルトは、呼び径9mm以上とし、平座金及びナットを用いて取付ける。
(5) プルボックスを支持するためのボルト、ふたの止めねじ等のプルボックス内部への突起物は、電線の損傷を防止するための措置を施す。ただし、電線を損傷するおそれがないように設けた場合は、この限りでない。
(6) 水気のある場所に設置するプルボックスの取付け面は、防水処置を施す。
(7) プルボックスを防災用配線（耐火ケーブル及び耐熱ケーブルを除く。）と一般用配線で共用する場合は、次のいずれかによる。
なお、防災用配線とは、消防法又は建築基準法に定めるところによる防災設備（消防用設備、防火設備、排煙設備、非常用照明等）の電源又は操作用の配線であって、耐熱性能を必要とするものをいい、一般用配線とは防災用配線以外の配線をいう。
(ｱ) 防災用配線と一般用配線との間に標準厚さ1.6mm以上の鋼板で隔壁を設ける。
(ｲ) 防災用配線に耐熱性を有する粘着マイカテープ、自己融着性シリコンゴムテープ、粘着テープ等を用いる。
フロンテープ等を1/2重ね2回以上巻付ける。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.8 プルボックス	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.8 プルボックス	"(1) プルボックスは、点検できない場所に設けてはならない。
(2) プルボックス又はこれを支持する金物は、スラブ等の構造体につりボルト、ボルト等で取付ける。
なお、つりボルト、ボルト等の構造体への取付けは、あらかじめ取付け用インサート、ボルト等を埋込む。ただし、やむを得ない場合は、必要な強度を有するあと施工アンカーを用いる。
(3) プルボックスの支持点数は、4 箇所以上とする。ただし、長辺の長さ 300mm 以下のものは 2箇所、200mm以下のものは1箇所とすることができる。
(4) プルボックスを支持するつりボルトは、呼び径9mm以上とし、平座金及びナットを用いて取付ける。
(5) プルボックスを支持するためのボルト、ふたの止めねじ等のプルボックス内部への突起物は、電線の損傷を防止するための措置を施す。ただし、電線を損傷するおそれがないように設けた場合は、この限りでない。
(6) 水気のある場所に設置するプルボックスの取付け面は、防水処置を施す。
(7) プルボックスを防災用配線（耐火ケーブル及び耐熱ケーブルを除く。）と一般用配線で共用する場合は、次のいずれかによる。
なお、防災用配線とは、消防法又は建築基準法に定めるところによる防災設備（消防用設備、防火設備、排煙設備、非常用照明等）の電源又は操作用の配線であって、耐熱性能を必要とするものをいい、一般用配線とは防災用配線以外の配線をいう。
(ｱ) 防災用配線と一般用配線との間に標準厚さ1.6mm以上の鋼板で隔壁を設ける。
(ｲ) 防災用配線に耐熱性を有する粘着マイカテープ、自己融着性シリコンゴムテープ、粘着テープ等を用いる。
フロンテープ等を1/2重ね2回以上巻付ける。
"				223.01	""	" 電力設備工事 施工 金属管配線 プルボックス::
(1) プルボックスは、点検できない場所に設けてはならない。
(2) プルボックス又はこれを支持する金物は、スラブ等の構造体につりボルト、ボルト等で取付ける。
なお、つりボルト、ボルト等の構造体への取付けは、あらかじめ取付け用インサート、ボルト等を埋込む。ただし、やむを得ない場合は、必要な強度を有するあと施工アンカーを用いる。
(3) プルボックスの支持点数は、4 箇所以上とする。ただし、長辺の長さ 300mm 以下のものは 2箇所、200mm以下のものは1箇所とすることができる。
(4) プルボックスを支持するつりボルトは、呼び径9mm以上とし、平座金及びナットを用いて取付ける。
(5) プルボックスを支持するためのボルト、ふたの止めねじ等のプルボックス内部への突起物は、電線の損傷を防止するための措置を施す。ただし、電線を損傷するおそれがないように設けた場合は、この限りでない。
(6) 水気のある場所に設置するプルボックスの取付け面は、防水処置を施す。
(7) プルボックスを防災用配線（耐火ケーブル及び耐熱ケーブルを除く。）と一般用配線で共用する場合は、次のいずれかによる。
なお、防災用配線とは、消防法又は建築基準法に定めるところによる防災設備（消防用設備、防火設備、排煙設備、非常用照明等）の電源又は操作用の配線であって、耐熱性能を必要とするものをいい、一般用配線とは防災用配線以外の配線をいう。
(ｱ) 防災用配線と一般用配線との間に標準厚さ1.6mm以上の鋼板で隔壁を設ける。
(ｲ) 防災用配線に耐熱性を有する粘着マイカテープ、自己融着性シリコンゴムテープ、粘着テープ等を用いる。
フロンテープ等を1/2重ね2回以上巻付ける。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.8 プルボックス	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.9 通線	"(1) 通線は、通線直前に管内を清掃し、電線を損傷しないよう養生しながら行う。
(2) 通線の際に、潤滑材を使用する場合は、絶縁被覆を侵すものを使用してはならない。
(3) 長さ1ｍ以上の通線を行わない配管には、導入線（樹脂被覆鉄線等）を挿入する。
(4) 垂直に敷設する管路内の電線は、表2.2.4に示す間隔でボックス内において支持する。
表2.2.4 垂直管路内の電線支持間隔
| 電線の太さ[mm2] | 支持間隔[ｍ] |
|----------------|-------------|
| 38以下         | 30以下      |
| 100以下        | 25以下      |
| 150以下        | 20以下      |
| 250以下        | 15以下      |
| 250超過        | 12以下      |
(5) プルボックスのふたには、電線の荷重がかからないようにする。
"				224.0	""	" 電力設備工事 施工 金属管配線 通線::
(1) 通線は、通線直前に管内を清掃し、電線を損傷しないよう養生しながら行う。
(2) 通線の際に、潤滑材を使用する場合は、絶縁被覆を侵すものを使用してはならない。
(3) 長さ1ｍ以上の通線を行わない配管には、導入線（樹脂被覆鉄線等）を挿入する。
(4) 垂直に敷設する管路内の電線は、表2.2.4に示す間隔でボックス内において支持する。
表2.2.4 垂直管路内の電線支持間隔
| 電線の太さ[mm2] | 支持間隔[ｍ] |
|----------------|-------------|
| 38以下         | 30以下      |
| 100以下        | 25以下      |
| 150以下        | 20以下      |
| 250以下        | 15以下      |
| 250超過        | 12以下      |
(5) プルボックスのふたには、電線の荷重がかからないようにする。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.9 通線	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.10 回路種別の表示	"盤内の外部配線、プルボックス内、その他の要所の電線には、合成樹脂製、ファイバ製等の表示
札等を取付け、回路の種別、行先等を表示する。
"				225.0	""	" 電力設備工事 施工 金属管配線 回路種別の表示::
盤内の外部配線、プルボックス内、その他の要所の電線には、合成樹脂製、ファイバ製等の表示
札等を取付け、回路の種別、行先等を表示する。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.10 回路種別の表示	
第2編 電力設備工事	第2章 施工	第2節 金属管配線	2.2.11 接地	"接地は、第13節「接地」による。
"				226.0	""	" 電力設備工事 施工 金属管配線 接地::
接地は、第13節「接地」による。
"	第2編 電力設備工事 第2章 施工 第2節 金属管配線 2.2.11 接地	
第2編 電力設備工事	第2章 施工	第3節 合成樹脂管配線（PF管、CD管）	""	""				227.0	""	" 電力設備工事 施工 合成樹脂管配線（PF管、CD管）::
"	第2編 電力設備工事 第2章 施工 第3節 合成樹脂管配線（PF管、CD管） 	
第2編 電力設備工事	第2章 施工	第3節 合成樹脂管配線（PF管、CD管）	2.3.1 電線	"電線は、EM-IE電線等とする。
"				228.0	""	" 電力設備工事 施工 合成樹脂管配線（PF管、CD管） 電線::
電線は、EM-IE電線等とする。
"	第2編 電力設備工事 第2章 施工 第3節 合成樹脂管配線（PF管、CD管） 2.3.1 電線	
第2編 電力設備工事	第2章 施工	第3節 合成樹脂管配線（PF管、CD管）	2.3.2 管及び附属品	"(1) CD管は、コンクリート埋込部分のみに使用する。
(2) 附属品は、管及び施設場所に適合するものとする。
"				229.0	""	" 電力設備工事 施工 合成樹脂管配線（PF管、CD管） 管及び附属品::
(1) CD管は、コンクリート埋込部分のみに使用する。
(2) 附属品は、管及び施設場所に適合するものとする。
"	第2編 電力設備工事 第2章 施工 第3節 合成樹脂管配線（PF管、CD管） 2.3.2 管及び附属品	
